drive_team,drive_description,play_id,quarter,clock,play_type,text,home_score,away_score,start_home_wp,start_away_wp,end_home_wp,end_away_wp,home_delta,away_delta
SEA,"5 plays, 26 yards, 2:36",4017728962931,3,0:25,Pass Reception,S.Darnold pass short left to J.Smith-Njigba to SEA 42 for 17 yards (A.Van Ginkel).,19,0,98.89,1.11,99.3,0.7,0.41,-0.41
SEA,"5 plays, 26 yards, 2:36",4017728962956,3,0:00,End Period,END QUARTER 3,19,0,99.3,0.7,99.34,0.66,0.04,-0.04
SEA,"5 plays, 26 yards, 2:36",4017728962976,4,15:00,Rush,Z.Charbonnet left end pushed ob at SEA 38 for -4 yards (E.Wilson).,19,0,99.34,0.66,99.06,0.94,-0.28,0.28
SEA,"5 plays, 26 yards, 2:36",4017728963008,4,14:18,Pass Incompletion,(Shotgun) S.Darnold pass incomplete short right.,19,0,99.06,0.94,99.07,0.93,0.01,-0.01
SEA,"5 plays, 26 yards, 2:36",4017728963031,4,14:15,Rush,(Shotgun) R.Shaheed left end pushed ob at SEA 47 for 9 yards (H.Smith).,19,0,99.07,0.93,99.04,0.96,-0.03,0.03
SEA,"5 plays, 26 yards, 2:36",4017728963058,4,13:34,Punt,"M.Dickson punts 53 yards to end zone, Center-C.Stoll, Touchback.",19,0,99.04,0.96,99.11,0.89,0.07,-0.07
SEA,"5 plays, 26 yards, 2:36",4017728963076,4,13:26,Official Timeout,Official Timeout at 13:26.,19,0,99.11,0.89,99.13,0.87,0.02,-0.02
MIN,"2 plays, 4 yards, 0:34",4017728963083,4,13:26,Pass Reception,(Shotgun) M.Brosmer pass short left to Z.Scott to MIN 24 for 4 yards (E.Jones; D.Witherspoon).,19,0,99.13,0.87,99.03,0.97,-0.1,0.1
MIN,"2 plays, 4 yards, 0:34",4017728963113,4,13:02,Pass Interception Return,"(No Huddle, Shotgun) M.Brosmer pass short middle intended for J.Jefferson INTERCEPTED by E.Jones (J.Jobe) at MIN 38. E.Jones to MIN 32 for 6 yards (W.Fries; J.Jefferson).",19,0,99.03,0.97,99.67,0.33,0.64,-0.64
MIN,"2 plays, 4 yards, 0:34",4017728963140,4,12:52,Official Timeout,Official Timeout at 12:52.,19,0,99.67,0.33,99.68,0.32,0.01,-0.01
SEA,"6 plays, 32 yards, 3:41",4017728963147,4,12:52,Rush,(Shotgun) Z.Charbonnet left end to MIN 24 for 8 yards (D.Turner).,19,0,99.68,0.32,99.71,0.29,0.03,-0.03
SEA,"6 plays, 32 yards, 3:41",4017728963169,4,12:06,Rush,Z.Charbonnet up the middle to MIN 23 for 1 yard (B.Murphy; E.Wilson).,19,0,99.71,0.29,99.75,0.25,0.04,-0.04
SEA,"6 plays, 32 yards, 3:41",4017728963191,4,11:26,Rush,Z.Charbonnet up the middle to MIN 23 for no gain (T.Ingram-Dawkins; B.Cashman).,19,0,99.75,0.25,99.68,0.32,-0.07,0.07
SEA,"6 plays, 32 yards, 3:41",4017728963202,4,10:40,Timeout,Timeout #1 by SEA at 10:40.,19,0,99.68,0.32,99.73,0.27,0.05,-0.05
SEA,"6 plays, 32 yards, 3:41",4017728963213,4,10:40,Pass Reception,(Shotgun) S.Darnold pass short left to A.Barner to MIN 21 for 2 yards (B.Murphy).,19,0,99.73,0.27,99.86,0.14,0.13,-0.13
SEA,"6 plays, 32 yards, 3:41",4017728963245,4,9:59,Rush,Z.Charbonnet left end pushed ob at MIN 17 for 4 yards (J.Allen; B.Murphy).,19,0,99.86,0.14,99.87,0.13,0.01,-0.01
SEA,"6 plays, 32 yards, 3:41",4017728963272,4,9:11,Rushing Touchdown,Zach Charbonnet 17 Yd Run (Jason Myers Kick),26,0,99.87,0.13,99.9,0.1,0.03,-0.03
SEA,"6 plays, 32 yards, 3:41",4017728963303,4,9:11,Official Timeout,Official Timeout at 09:11.,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963310,4,9:11,Kickoff,"J.Myers kicks 25 yards from 50 to MIN 25, short of landing zone.PENALTY on SEA-J.Myers, Kickoff Short of Landing Zone, placed at MIN 25.",26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963360,4,9:11,Rush,(Shotgun) J.Mason up the middle to MIN 36 for 11 yards (T.Okada). MIN-J.Mason was injured during the play.,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963385,4,8:33,Pass Reception,(Shotgun) M.Brosmer pass short left to J.Addison pushed ob at MIN 47 for 11 yards (D.Witherspoon).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963415,4,8:02,Rush,(Shotgun) Z.Scott left guard to SEA 49 for 4 yards (E.Jones).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963437,4,7:24,Pass Incompletion,(Shotgun) M.Brosmer pass incomplete short right to J.Addison.,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963460,4,7:21,Pass Reception,(Shotgun) M.Brosmer pass short right to J.Addison to SEA 41 for 8 yards (T.Woolen).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963485,4,6:47,Rush,"(No Huddle, Shotgun) J.Mason up the middle to SEA 17 for 24 yards (D.Witherspoon; J.Jobe). ** Injury Update: MIN-J.Mason has returned to the game. SEA-J.Jobe was injured during the play. PENALTY on MIN-B.Brandel, Unnecessary Roughness, 15 yards, enforced between downs.",26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963518,4,6:26,Rush,J.Mason right guard to SEA 28 for 4 yards (E.Jones; C.Bryant).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"8 plays, 47 yards, 3:38",4017728963546,4,5:48,Fumble Recovery (Opponent),"(Shotgun) M.Brosmer pass deep left intended for J.Addison INTERCEPTED by T.Woolen at SEA 5. T.Woolen to SEA 35 for 30 yards (J.Nailor). FUMBLES (J.Nailor), touched at SEA 38, RECOVERED by MIN-J.Nailor at SEA 37.",26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"4 plays, -10 yards, 2:23",4017728963589,4,5:33,Penalty,"(Shotgun) Z.Scott right end pushed ob at SEA 30 for 7 yards (E.Jones).PENALTY on MIN-B.O'Neill, Offensive Holding, 10 yards, enforced at SEA 37 - No Play.",26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"4 plays, -10 yards, 2:23",4017728963627,4,5:12,Pass Reception,(Shotgun) M.Brosmer pass short middle to T.Hockenson to SEA 40 for 7 yards (D.Thomas; E.Jones). SEA-E.Jones was injured during the play.,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"4 plays, -10 yards, 2:23",4017728963655,4,4:42,Sack,(Shotgun) M.Brosmer sacked at SEA 48 for -8 yards (B.Murphy).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"4 plays, -10 yards, 2:23",4017728963675,4,3:57,Pass Reception,(Shotgun) M.Brosmer pass short left to J.Jefferson to SEA 40 for 8 yards (N.Emmanwori).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"4 plays, -10 yards, 2:23",4017728963705,4,3:15,Sack,(Shotgun) M.Brosmer sacked at SEA 47 for -7 yards (sack split by D.Thomas and U.Nwosu).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
SEA,"3 plays, 6 yards, 2:19",4017728963725,4,3:10,Rush,D.Lock in at QB M.Gaskin left tackle to 50 for 3 yards (B.Cashman; D.Turner).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
SEA,"3 plays, 6 yards, 2:19",4017728963751,4,2:28,Rush,M.Gaskin up the middle to 50 for no gain (J.Allen).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
SEA,"3 plays, 6 yards, 2:19",4017728963762,4,2:00,Two-minute warning,Two-Minute Warning,26,0,99.9,0.1,99.9,0.1,0.0,0.0
SEA,"3 plays, 6 yards, 2:19",4017728963773,4,2:00,Rush,M.Gaskin right end to MIN 47 for 3 yards (L.Rodriguez).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
SEA,"3 plays, 6 yards, 2:19",4017728963802,4,1:00,Punt,"M.Dickson punts 45 yards to MIN 2, impetus ends at MIN 1, Center-C.Stoll, downed by SEA-V.Jones.",26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"2 plays, 13 yards, 0:51",4017728963827,4,0:51,Rush,"Z.Scott up the middle to MIN 11 for 9 yards (C.Bryant, D.Bell).",26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"2 plays, 13 yards, 0:51",4017728963849,4,0:19,Rush,Z.Scott up the middle to MIN 15 for 4 yards (Q.Bohanna; B.Pili).,26,0,99.9,0.1,99.9,0.1,0.0,0.0
MIN,"2 plays, 13 yards, 0:51",4017728963871,4,0:00,End of Game,END GAME,26,0,99.9,0.1,100.0,0.0,0.1,-0.1
