drive_team,drive_description,play_id,quarter,clock,play_type,text,home_score,away_score,start_home_wp,start_away_wp,end_home_wp,end_away_wp,home_delta,away_delta
MIN,"4 plays, 9 yards, 2:22",4017728961431,2,5:21,Rush,A.Jones left guard to SEA 12 for 1 yard (E.Jones).,3,0,61.49,38.51,64.17,35.83,2.68,-2.68
MIN,"4 plays, 9 yards, 2:22",4017728961453,2,4:44,Pass Reception,(Shotgun) M.Brosmer pass short right to T.Hockenson to SEA 9 for 3 yards (T.Okada).,3,0,64.17,35.83,64.02,35.98,-0.15,0.15
MIN,"4 plays, 9 yards, 2:22",4017728961478,2,3:58,Pass Reception,(Shotgun) M.Brosmer pass short left to J.Addison pushed ob at SEA 4 for 5 yards (J.Jobe).,3,0,64.02,35.98,68.06,31.94,4.04,-4.04
MIN,"4 plays, 9 yards, 2:22",4017728961508,2,2:59,Interception Return Touchdown,"M.Brosmer pass short right INTERCEPTED by E.Jones [D.Lawrence] at SEA 15. E.Jones for 85 yards, TOUCHDOWN. J.Myers extra point is GOOD, Center-C.Stoll, Holder-M.Dickson.",10,0,68.06,31.94,86.72,13.28,18.66,-18.66
MIN,"4 plays, 9 yards, 2:22",4017728961544,2,2:59,Official Timeout,Official Timeout at 02:59.,10,0,86.72,13.28,88.24,11.76,1.52,-1.52
MIN,"3 plays, -8 yards, 2:01",4017728961551,2,2:59,Kickoff,J.Myers kicks 62 yards from SEA 35 to MIN 3. M.Price to MIN 32 for 29 yards (P.O'Connell).,10,0,88.24,11.76,85.99,14.01,-2.25,2.25
MIN,"3 plays, -8 yards, 2:01",4017728961581,2,2:52,Rush,J.Mason up the middle to MIN 34 for 2 yards (D.Thomas; E.Jones).,10,0,85.99,14.01,86.54,13.46,0.55,-0.55
MIN,"3 plays, -8 yards, 2:01",4017728961603,2,2:19,Penalty,"(Shotgun) PENALTY on MIN-R.Kelly, False Start, 5 yards, enforced at MIN 34 - No Play.",10,0,86.54,13.46,87.62,12.38,1.08,-1.08
MIN,"3 plays, -8 yards, 2:01",4017728961627,2,2:11,Fumble Recovery (Own),"(Shotgun) M.Brosmer pass short right to J.Mason to MIN 25 for -4 yards (B.Mafe). FUMBLES (B.Mafe), and recovers at MIN 28. J.Mason to MIN 30 for 2 yards (B.Murphy).",10,0,87.62,12.38,88.01,11.99,0.39,-0.39
MIN,"3 plays, -8 yards, 2:01",4017728961648,2,2:00,Two-minute warning,Two-Minute Warning,10,0,88.01,11.99,88.02,11.98,0.01,-0.01
MIN,"3 plays, -8 yards, 2:01",4017728961668,2,2:00,Sack,(Shotgun) M.Brosmer sacked at MIN 24 for -6 yards (D.Lawrence).,10,0,88.02,11.98,89.1,10.9,1.08,-1.08
MIN,"3 plays, -8 yards, 2:01",4017728961695,2,1:12,Punt,"R.Wright punts 50 yards to SEA 26, Center-A.DePaola. R.Shaheed pushed ob at SEA 45 for 19 yards (B.Richter).",10,0,89.1,10.9,89.77,10.23,0.67,-0.67
SEA,"7 plays, 17 yards, 0:50",4017728961731,2,0:58,Rush,(Shotgun) Z.Charbonnet left guard to MIN 46 for 9 yards (J.Metellus; H.Smith).,10,0,89.77,10.23,90.98,9.02,1.21,-1.21
SEA,"7 plays, 17 yards, 0:50",4017728961753,2,0:39,Pass Incompletion,"(No Huddle, Shotgun) S.Darnold pass incomplete short left to J.Smith-Njigba.",10,0,90.98,9.02,90.3,9.7,-0.68,0.68
SEA,"7 plays, 17 yards, 0:50",4017728961776,2,0:36,Rush,(Shotgun) Z.Charbonnet right guard to MIN 45 for 1 yard (B.Cashman).,10,0,90.3,9.7,89.9,10.1,-0.4,0.4
SEA,"7 plays, 17 yards, 0:50",4017728961787,2,0:23,Timeout,Timeout #1 by SEA at 00:23.,10,0,89.9,10.1,89.55,10.45,-0.35,0.35
SEA,"7 plays, 17 yards, 0:50",4017728961798,2,0:23,Pass Reception,(Shotgun) S.Darnold pass short right to R.Shaheed pushed ob at MIN 38 for 7 yards (F.Moreau).,10,0,89.55,10.45,90.77,9.23,1.22,-1.22
SEA,"7 plays, 17 yards, 0:50",4017728961835,2,0:19,Pass Incompletion,(Shotgun) S.Darnold pass incomplete short right to R.Shaheed (B.Cashman).,10,0,90.77,9.23,90.22,9.78,-0.55,0.55
SEA,"7 plays, 17 yards, 0:50",4017728961858,2,0:15,Pass Incompletion,(Shotgun) S.Darnold pass incomplete short right to J.Smith-Njigba (H.Smith).,10,0,90.22,9.78,88.5,11.5,-1.72,1.72
SEA,"7 plays, 17 yards, 0:50",4017728961881,2,0:08,Field Goal Good,"J.Myers 56 yard field goal is GOOD, Center-C.Stoll, Holder-M.Dickson.",13,0,88.5,11.5,92.15,7.85,3.65,-3.65
MIN,"1 play, -1 yard, 0:08",4017728961901,2,0:08,Kickoff,J.Myers kicks 63 yards from SEA 35 to MIN 2. M.Price to MIN 31 for 29 yards (N.Kallerup).,13,0,92.15,7.85,91.94,8.06,-0.21,0.21
MIN,"1 play, -1 yard, 0:08",4017728961924,2,0:03,Rush,M.Brosmer kneels to MIN 30 for -1 yards.,13,0,91.94,8.06,91.9,8.1,-0.04,0.04
MIN,"1 play, -1 yard, 0:08",4017728961946,2,0:00,End of Half,END QUARTER 2,13,0,91.9,8.1,92.21,7.79,0.31,-0.31
SEA,"8 plays, 44 yards, 3:46",4017728961966,3,15:00,Kickoff,"W.Reichard kicks 65 yards from MIN 35 to landing zone to end zone, Touchback to the SEA 20.",13,0,92.21,7.79,93.25,6.75,1.04,-1.04
SEA,"8 plays, 44 yards, 3:46",4017728961983,3,15:00,Rush,K.Walker left tackle to SEA 44 for 24 yards (H.Smith).,13,0,93.25,6.75,94.43,5.57,1.18,-1.18
SEA,"8 plays, 44 yards, 3:46",4017728962005,3,14:18,Rush,K.Walker right end to SEA 46 for 2 yards (B.Cashman).,13,0,94.43,5.57,93.3,6.7,-1.13,1.13
SEA,"8 plays, 44 yards, 3:46",4017728962027,3,13:33,Pass Reception,(Shotgun) S.Darnold pass short left to K.Walker to SEA 46 for no gain (I.Rodgers; A.Van Ginkel).,13,0,93.3,6.7,92.92,7.08,-0.38,0.38
SEA,"8 plays, 44 yards, 3:46",4017728962052,3,12:49,Penalty,"(Shotgun) S.Darnold pass incomplete deep right to J.Smith-Njigba.PENALTY on MIN-J.Allen, Defensive Offside, 5 yards, enforced at SEA 46 - No Play.",13,0,92.92,7.08,93.79,6.21,0.87,-0.87
SEA,"8 plays, 44 yards, 3:46",4017728962086,3,12:44,Pass Reception,(Shotgun) S.Darnold pass short left to K.Walker to MIN 45 for 4 yards (J.Metellus).,13,0,93.79,6.21,94.5,5.5,0.71,-0.71
SEA,"8 plays, 44 yards, 3:46",4017728962111,3,12:04,Rush,K.Walker right end pushed ob at MIN 41 for 4 yards (I.Rodgers).,13,0,94.5,5.5,94.38,5.62,-0.12,0.12
SEA,"8 plays, 44 yards, 3:46",4017728962133,3,11:26,Pass Incompletion,(Shotgun) S.Darnold pass incomplete short right to K.Walker (D.Turner).,13,0,94.38,5.62,93.99,6.01,-0.39,0.39
SEA,"8 plays, 44 yards, 3:46",4017728962156,3,11:23,Penalty,"(Shotgun) PENALTY on MIN-J.Greenard, Neutral Zone Infraction, 5 yards, enforced at MIN 41 - No Play.",13,0,93.99,6.01,95.17,4.83,1.18,-1.18
SEA,"8 plays, 44 yards, 3:46",4017728962180,3,11:23,Pass Incompletion,S.Darnold pass incomplete short right to E.Arroyo (J.Metellus).,13,0,95.17,4.83,93.29,6.71,-1.88,1.88
SEA,"8 plays, 44 yards, 3:46",4017728962208,3,11:14,Field Goal Good,"J.Myers 54 yard field goal is GOOD, Center-C.Stoll, Holder-M.Dickson.",16,0,93.29,6.71,95.34,4.66,2.05,-2.05
SEA,"8 plays, 44 yards, 3:46",4017728962218,3,11:14,Official Timeout,Official Timeout at 11:14.,16,0,95.34,4.66,95.34,4.66,0.0,0.0
MIN,"5 plays, 28 yards, 2:33",4017728962228,3,11:14,Kickoff,J.Myers kicks 61 yards from SEA 35 to MIN 4. M.Price to MIN 32 for 28 yards (T.Knight).,16,0,95.34,4.66,94.8,5.2,-0.54,0.54
MIN,"5 plays, 28 yards, 2:33",4017728962258,3,11:08,Rush,A.Jones right end to MIN 32 for no gain (E.Jones).,16,0,94.8,5.2,95.28,4.72,0.48,-0.48
MIN,"5 plays, 28 yards, 2:33",4017728962280,3,10:23,Pass Reception,(Shotgun) M.Brosmer pass deep right to T.Hockenson to SEA 39 for 29 yards (N.Emmanwori).,16,0,95.28,4.72,93.32,6.68,-1.96,1.96
MIN,"5 plays, 28 yards, 2:33",4017728962305,3,9:38,Rush,A.Jones up the middle to SEA 43 for -4 yards (D.Thomas).,16,0,93.32,6.68,94.95,5.05,1.63,-1.63
MIN,"5 plays, 28 yards, 2:33",4017728962327,3,8:56,Pass Incompletion,(Shotgun) M.Brosmer pass incomplete short right to J.Jefferson.,16,0,94.95,5.05,95.5,4.5,0.55,-0.55
MIN,"5 plays, 28 yards, 2:33",4017728962350,3,8:52,Fumble Recovery (Opponent),"(Shotgun) M.Brosmer pass short right to A.Jones to SEA 40 for 3 yards (D.Lawrence). FUMBLES (D.Lawrence), RECOVERED by SEA-T.Okada at SEA 37.",16,0,95.5,4.5,96.86,3.14,1.36,-1.36
MIN,"5 plays, 28 yards, 2:33",4017728962391,3,8:41,Official Timeout,Official Timeout at 08:41.,16,0,96.86,3.14,96.88,3.12,0.02,-0.02
SEA,"9 plays, 42 yards, 5:25",4017728962398,3,8:41,Penalty,"K.Walker left guard pushed ob at SEA 43 for 6 yards (H.Smith).PENALTY on SEA-C.Kupp, Illegal Shift, 5 yards, enforced at SEA 37 - No Play.",16,0,96.88,3.12,96.13,3.87,-0.75,0.75
SEA,"9 plays, 42 yards, 5:25",4017728962436,3,8:12,Pass Reception,(Shotgun) S.Darnold pass short right to A.Barner to SEA 45 for 13 yards (B.Cashman).,16,0,96.13,3.87,97.15,2.85,1.02,-1.02
SEA,"9 plays, 42 yards, 5:25",4017728962461,3,7:29,Rush,K.Walker up the middle to SEA 49 for 4 yards (B.Cashman).,16,0,97.15,2.85,97.27,2.73,0.12,-0.12
SEA,"9 plays, 42 yards, 5:25",4017728962483,3,7:01,Pass Reception,(No Huddle) S.Darnold pass short right to A.Barner to MIN 42 for 9 yards (I.Rodgers).,16,0,97.27,2.73,97.82,2.18,0.55,-0.55
SEA,"9 plays, 42 yards, 5:25",4017728962508,3,6:28,Rush,(No Huddle) K.Walker right guard to MIN 38 for 4 yards (E.Wilson).,16,0,97.82,2.18,97.84,2.16,0.02,-0.02
SEA,"9 plays, 42 yards, 5:25",4017728962530,3,5:51,Penalty,"S.Darnold pass incomplete deep right to J.Smith-Njigba.PENALTY on MIN-B.Murphy, Illegal Contact, 5 yards, enforced at MIN 38 - No Play.",16,0,97.84,2.16,98.07,1.93,0.23,-0.23
SEA,"9 plays, 42 yards, 5:25",4017728962564,3,5:47,Penalty,"K.Walker right guard to MIN 27 for 6 yards (D.Turner; B.Cashman).PENALTY on MIN-T.Ingram-Dawkins, Defensive Offside, 5 yards, enforced at MIN 33 - No Play.",16,0,98.07,1.93,98.16,1.84,0.09,-0.09
SEA,"9 plays, 42 yards, 5:25",4017728962597,3,5:26,Pass Reception,(Shotgun) S.Darnold pass short left to J.Smith-Njigba pushed ob at MIN 22 for 6 yards (I.Rodgers).,16,0,98.16,1.84,98.38,1.62,0.22,-0.22
SEA,"9 plays, 42 yards, 5:25",4017728962627,3,4:44,Rush,Z.Charbonnet right tackle to MIN 22 for no gain (A.Van Ginkel; J.Allen).,16,0,98.38,1.62,98.13,1.87,-0.25,0.25
SEA,"9 plays, 42 yards, 5:25",4017728962649,3,4:03,Rush,K.Walker left guard to MIN 21 for 1 yard (E.Wilson; J.Allen).,16,0,98.13,1.87,98.12,1.88,-0.01,0.01
SEA,"9 plays, 42 yards, 5:25",4017728962671,3,3:22,Pass Incompletion,(Shotgun) S.Darnold pass incomplete short left to R.Shaheed (F.Moreau).,16,0,98.12,1.88,97.96,2.04,-0.16,0.16
SEA,"9 plays, 42 yards, 5:25",4017728962696,3,3:16,Field Goal Good,"J.Myers 40 yard field goal is GOOD, Center-C.Stoll, Holder-M.Dickson.",19,0,97.96,2.04,98.38,1.62,0.42,-0.42
SEA,"9 plays, 42 yards, 5:25",4017728962712,3,3:16,Official Timeout,Official Timeout at 03:16.,19,0,98.38,1.62,98.38,1.62,0.0,0.0
MIN,"5 plays, 22 yards, 2:14",4017728962727,3,3:16,Kickoff,J.Myers kicks 60 yards from SEA 35 to MIN 5. M.Price to MIN 33 for 28 yards (C.Bryant; P.O'Connell).,19,0,98.38,1.62,98.07,1.93,-0.31,0.31
MIN,"5 plays, 22 yards, 2:14",4017728962762,3,3:08,Rush,J.Mason up the middle to MIN 37 for 4 yards (B.Mafe; E.Jones).,19,0,98.07,1.93,98.08,1.92,0.01,-0.01
MIN,"5 plays, 22 yards, 2:14",4017728962784,3,2:48,Pass Reception,(No Huddle) M.Brosmer pass short middle to T.Hockenson to MIN 38 for 1 yard (E.Jones).,19,0,98.08,1.92,98.28,1.72,0.2,-0.2
MIN,"5 plays, 22 yards, 2:14",4017728962809,3,2:07,Pass Reception,(Shotgun) M.Brosmer pass short right to T.Hockenson to MIN 44 for 6 yards (E.Jones).,19,0,98.28,1.72,97.99,2.01,-0.29,0.29
MIN,"5 plays, 22 yards, 2:14",4017728962834,3,1:28,Pass Reception,"(Shotgun) M.Brosmer pass short left to J.Jefferson to MIN 40 for -4 yards (N.Emmanwori) [D.Thomas].PENALTY on SEA-N.Emmanwori, Unnecessary Roughness, 15 yards, enforced at MIN 40.",19,0,97.99,2.01,97.86,2.14,-0.13,0.13
MIN,"5 plays, 22 yards, 2:14",4017728962870,3,1:09,Pass Interception Return,M.Brosmer pass deep right intended for J.Nailor INTERCEPTED by C.Bryant at SEA 21. C.Bryant to SEA 21 for no gain (J.Nailor).,19,0,97.86,2.14,98.95,1.05,1.09,-1.09
MIN,"5 plays, 22 yards, 2:14",4017728962897,3,1:02,Official Timeout,Official Timeout at 01:02.,19,0,98.95,1.05,98.96,1.04,0.01,-0.01
SEA,"5 plays, 26 yards, 2:36",4017728962904,3,1:02,Rush,K.Walker right end pushed ob at SEA 25 for 4 yards (E.Wilson).,19,0,98.96,1.04,98.89,1.11,-0.07,0.07
