drive_team,drive_description,play_id,quarter,clock,play_type,text,home_score,away_score,start_home_wp,start_away_wp,end_home_wp,end_away_wp,home_delta,away_delta
PHI,"5 plays, 15 yards, 2:37",401772621420,1,7:56,Rush,(Shotgun) S.Barkley left tackle to PHI 40 for 5 yards (G.Dexter; A.Booker).,0,0,70.33,29.67,70.31,29.69,-0.02,0.02
PHI,"5 plays, 15 yards, 2:37",401772621442,1,7:16,Pass Incompletion,(Shotgun) J.Hurts pass incomplete short right to D.Smith.,0,0,70.31,29.69,68.94,31.06,-1.37,1.37
PHI,"5 plays, 15 yards, 2:37",401772621465,1,7:12,Pass Incompletion,(Shotgun) J.Hurts pass incomplete short right.,0,0,68.94,31.06,65.8,34.2,-3.14,3.14
PHI,"5 plays, 15 yards, 2:37",401772621488,1,7:05,Punt,"B.Mann punts 38 yards to CHI 22, Center-C.Adomitis, fair catch by D.Duvernay.",0,0,65.8,34.2,65.9,34.1,0.1,-0.1
PHI,"5 plays, 15 yards, 2:37",401772621498,1,6:57,Official Timeout,Official Timeout at 06:57.,0,0,65.9,34.1,65.88,34.12,-0.02,0.02
CHI,"11 plays, 78 yards, 5:26",401772621508,1,6:57,Rush,K.Monangai right guard to CHI 39 for 17 yards (S.Brown).,0,0,65.88,34.12,63.81,36.19,-2.07,2.07
CHI,"11 plays, 78 yards, 5:26",401772621537,1,6:27,Pass Reception,(Shotgun) C.Williams pass short right to L.Burden to CHI 45 for 6 yards (N.Dean).,0,0,63.81,36.19,63.19,36.81,-0.62,0.62
CHI,"11 plays, 78 yards, 5:26",401772621562,1,5:53,Rush,K.Monangai left tackle to 50 for 5 yards (Z.Baun).,0,0,63.19,36.81,62.13,37.87,-1.06,1.06
CHI,"11 plays, 78 yards, 5:26",401772621584,1,5:14,Rush,K.Monangai up the middle to PHI 45 for 5 yards (R.Blankenship).,0,0,62.13,37.87,61.98,38.02,-0.15,0.15
CHI,"11 plays, 78 yards, 5:26",401772621606,1,4:38,Rush,D.Swift right guard to PHI 22 for 23 yards (A.Jackson).,0,0,61.98,38.02,57.07,42.93,-4.91,4.91
CHI,"11 plays, 78 yards, 5:26",401772621628,1,3:56,Pass Incompletion,(Shotgun) C.Williams pass incomplete short right.,0,0,57.07,42.93,59.43,40.57,2.36,-2.36
CHI,"11 plays, 78 yards, 5:26",401772621651,1,3:51,Pass Reception,(Shotgun) C.Williams pass short right to C.Loveland to PHI 14 for 8 yards (R.Blankenship).,0,0,59.43,40.57,55.12,44.88,-4.31,4.31
CHI,"11 plays, 78 yards, 5:26",401772621676,1,3:12,Rush,K.Monangai up the middle to PHI 11 for 3 yards (M.Ojomo; N.Smith).,0,0,55.12,44.88,53.89,46.11,-1.23,1.23
CHI,"11 plays, 78 yards, 5:26",401772621698,1,2:24,Pass Incompletion,C.Williams pass incomplete short middle to O.Zaccheaus [N.Smith].,0,0,53.89,46.11,57.52,42.48,3.63,-3.63
CHI,"11 plays, 78 yards, 5:26",401772621721,1,2:19,Rush,(Shotgun) K.Monangai left guard to PHI 3 for 8 yards (R.Blankenship; N.Dean).,0,0,57.52,42.48,54.57,45.43,-2.95,2.95
CHI,"11 plays, 78 yards, 5:26",401772621743,1,1:31,Rushing Touchdown,"(Shotgun) D.Swift right guard for 3 yards, TOUCHDOWN. C.Santos extra point is GOOD, Center-S.Daly, Holder-T.Taylor.",0,7,54.57,45.43,49.01,50.99,-5.56,5.56
CHI,"11 plays, 78 yards, 5:26",401772621774,1,1:31,Official Timeout,Official Timeout at 01:31.,0,7,49.01,50.99,48.76,51.24,-0.25,0.25
PHI,"7 plays, 39 yards, 3:27",401772621781,1,1:31,Kickoff,"C.Santos kicks 65 yards from CHI 35 to end zone, Touchback to the PHI 35.",0,7,48.76,51.24,50.74,49.26,1.98,-1.98
PHI,"7 plays, 39 yards, 3:27",401772621805,1,1:31,Rush,(Shotgun) S.Barkley right guard to PHI 44 for 9 yards (Ch.Williams; D.Jackson).,0,7,50.74,49.26,53.45,46.55,2.71,-2.71
PHI,"7 plays, 39 yards, 3:27",401772621827,1,1:01,Penalty,"(No Huddle, Shotgun) PENALTY on PHI-L.Dickerson, False Start, 5 yards, enforced at PHI 44 - No Play.",0,7,53.45,46.55,50.4,49.6,-3.05,3.05
PHI,"7 plays, 39 yards, 3:27",401772621851,1,0:40,Rush,(Shotgun) J.Hurts right tackle to PHI 42 for 3 yards (A.Billings; Ch.Williams).,0,7,50.4,49.6,50.39,49.61,-0.01,0.01
PHI,"7 plays, 39 yards, 3:27",401772621873,1,0:00,End Period,END QUARTER 1,0,7,50.39,49.61,50.16,49.84,-0.23,0.23
PHI,"7 plays, 39 yards, 3:27",401772621893,2,15:00,Pass Reception,(Shotgun) J.Hurts pass short right to D.Smith pushed ob at CHI 28 for 30 yards (J.Brisker).,0,7,50.16,49.84,56.57,43.43,6.41,-6.41
PHI,"7 plays, 39 yards, 3:27",401772621923,2,14:23,Rush,(Shotgun) S.Barkley left tackle to CHI 23 for 5 yards (A.Booker; K.Byard).,0,7,56.57,43.43,57.23,42.77,0.66,-0.66
PHI,"7 plays, 39 yards, 3:27",401772621950,2,13:48,Rush,S.Barkley left end to CHI 26 for -3 yards (A.Booker).,0,7,57.23,42.77,53.67,46.33,-3.56,3.56
PHI,"7 plays, 39 yards, 3:27",401772621972,2,13:12,Pass Incompletion,"(No Huddle, Shotgun) J.Hurts pass incomplete short middle to D.Smith.",0,7,53.67,46.33,50.62,49.38,-3.05,3.05
PHI,"7 plays, 39 yards, 3:27",401772621995,2,13:04,Field Goal Good,"J.Elliott 44 yard field goal is GOOD, Center-C.Adomitis, Holder-B.Mann.",3,7,50.62,49.38,53.36,46.64,2.74,-2.74
PHI,"7 plays, 39 yards, 3:27",4017726211005,2,13:04,Official Timeout,Official Timeout at 13:04.,3,7,53.36,46.64,53.36,46.64,0.0,0.0
CHI,"15 plays, 68 yards, 6:20",4017726211015,2,13:04,Kickoff,"J.Elliott kicks 65 yards from PHI 35 to landing zone to end zone, Touchback to the CHI 20.",3,7,53.36,46.64,53.65,46.35,0.29,-0.29
CHI,"15 plays, 68 yards, 6:20",4017726211048,2,13:04,Rush,D.Swift right guard to CHI 37 for 17 yards (S.Brown).,3,7,53.65,46.35,51.2,48.8,-2.45,2.45
CHI,"15 plays, 68 yards, 6:20",4017726211070,2,12:17,Rush,K.Monangai left tackle to CHI 40 for 3 yards (J.Davis; J.Hunt).,3,7,51.2,48.8,51.78,48.22,0.58,-0.58
CHI,"15 plays, 68 yards, 6:20",4017726211092,2,11:33,Pass Incompletion,(Shotgun) C.Williams pass incomplete short right.,3,7,51.78,48.22,53.02,46.98,1.24,-1.24
CHI,"15 plays, 68 yards, 6:20",4017726211115,2,11:31,Pass Reception,(Shotgun) C.Williams pass short middle to O.Zaccheaus to CHI 49 for 9 yards (R.Blankenship).,3,7,53.02,46.98,48.96,51.04,-4.06,4.06
CHI,"15 plays, 68 yards, 6:20",4017726211140,2,10:56,Pass Reception,(Shotgun) C.Williams pass short middle to L.Burden to PHI 42 for 9 yards (R.Blankenship).,3,7,48.96,51.04,45.89,54.11,-3.07,3.07
CHI,"15 plays, 68 yards, 6:20",4017726211165,2,10:20,Pass Incompletion,C.Williams pass incomplete deep right to D.Moore.,3,7,45.89,54.11,47.01,52.99,1.12,-1.12
CHI,"15 plays, 68 yards, 6:20",4017726211188,2,10:14,Rush,C.Williams up the middle to PHI 40 for 2 yards (M.Ojomo).,3,7,47.01,52.99,46.72,53.28,-0.29,0.29
CHI,"15 plays, 68 yards, 6:20",4017726211210,2,9:39,Pass Reception,C.Williams pass short right to R.Odunze pushed ob at PHI 37 for 3 yards (S.Brown).,3,7,46.72,53.28,47.18,52.82,0.46,-0.46
CHI,"15 plays, 68 yards, 6:20",4017726211240,2,9:02,Rush,L.Burden right end pushed ob at PHI 34 for 3 yards (C.DeJean; R.Blankenship).,3,7,47.18,52.82,46.55,53.45,-0.63,0.63
CHI,"15 plays, 68 yards, 6:20",4017726211267,2,8:32,Rush,(Shotgun) C.Williams scrambles left end ran ob at PHI 29 for 5 yards (J.Davis).,3,7,46.55,53.45,43.95,56.05,-2.6,2.6
CHI,"15 plays, 68 yards, 6:20",4017726211294,2,7:49,Rush,D.Swift right guard to PHI 12 for 17 yards (N.Dean).,3,7,43.95,56.05,39.03,60.97,-4.92,4.92
CHI,"15 plays, 68 yards, 6:20",4017726211316,2,7:05,Pass Incompletion,T.Benedet reported in as eligible.  C.Williams pass incomplete short left [J.Hunt].,3,7,39.03,60.97,42.21,57.79,3.18,-3.18
CHI,"15 plays, 68 yards, 6:20",4017726211341,2,6:59,Pass Incompletion,(Shotgun) C.Williams pass incomplete short right to R.Odunze.,3,7,42.21,57.79,43.88,56.12,1.67,-1.67
CHI,"15 plays, 68 yards, 6:20",4017726211364,2,6:53,Pass Incompletion,(Shotgun) C.Williams pass incomplete short right to D.Moore (J.Phillips).,3,7,43.88,56.12,46.14,53.86,2.26,-2.26
CHI,"15 plays, 68 yards, 6:20",4017726211387,2,6:44,Field Goal Good,"C.Santos 30 yard field goal is GOOD, Center-S.Daly, Holder-T.Taylor.",3,10,46.14,53.86,44.71,55.29,-1.43,1.43
CHI,"15 plays, 68 yards, 6:20",4017726211397,2,6:44,Official Timeout,Official Timeout at 06:44.,3,10,44.71,55.29,44.71,55.29,0.0,0.0
PHI,"3 plays, 7 yards, 1:45",4017726211407,2,6:44,Kickoff,C.Santos kicks 58 yards from CHI 35 to PHI 7. W.Shipley to PHI 30 for 23 yards (J.Blackwell; D.Hardy).,3,10,44.71,55.29,45.92,54.08,1.21,-1.21
PHI,"3 plays, 7 yards, 1:45",4017726211437,2,6:38,Rush,(Shotgun) S.Barkley right end to PHI 32 for 2 yards (M.Sweat; J.Brisker).,3,10,45.92,54.08,44.93,55.07,-0.99,0.99
PHI,"3 plays, 7 yards, 1:45",4017726211459,2,5:54,Pass Reception,J.Hurts pass short right to D.Goedert ran ob at PHI 37 for 5 yards.,3,10,44.93,55.07,45.7,54.3,0.77,-0.77
PHI,"3 plays, 7 yards, 1:45",4017726211489,2,5:12,Pass Incompletion,(Shotgun) J.Hurts pass incomplete short middle to D.Goedert.,3,10,45.7,54.3,41.1,58.9,-4.6,4.6
PHI,"3 plays, 7 yards, 1:45",4017726211512,2,5:07,Punt,"B.Mann punts 63 yards to end zone, Center-C.Adomitis, Touchback.",3,10,41.1,58.9,41.88,58.12,0.78,-0.78
PHI,"3 plays, 7 yards, 1:45",4017726211521,2,4:59,Official Timeout,Official Timeout at 04:59.,3,10,41.88,58.12,41.83,58.17,-0.05,0.05
CHI,"5 plays, 3 yards, 2:12",4017726211530,2,4:59,Rush,K.Monangai right guard to CHI 20 for no gain (J.Davis).,3,10,41.83,58.17,43.84,56.16,2.01,-2.01
CHI,"5 plays, 3 yards, 2:12",4017726211559,2,4:20,Pass Reception,(Shotgun) C.Williams pass short middle to C.Loveland to CHI 33 for 13 yards (R.Blankenship).,3,10,43.84,56.16,39.73,60.27,-4.11,4.11
CHI,"5 plays, 3 yards, 2:12",4017726211584,2,3:45,Pass Incompletion,C.Williams pass incomplete deep right to C.Loveland [J.Hunt].,3,10,39.73,60.27,41.37,58.63,1.64,-1.64
CHI,"5 plays, 3 yards, 2:12",4017726211607,2,3:40,Pass Incompletion,(Shotgun) C.Williams pass incomplete short right to R.Odunze.,3,10,41.37,58.63,42.45,57.55,1.08,-1.08
CHI,"5 plays, 3 yards, 2:12",4017726211630,2,3:37,Sack,(Shotgun) C.Williams sacked at CHI 23 for -10 yards (J.Carter).,3,10,42.45,57.55,45.62,54.38,3.17,-3.17
CHI,"5 plays, 3 yards, 2:12",4017726211650,2,2:59,Punt,"T.Taylor punts 49 yards to PHI 28, Center-S.Daly. B.Covey MUFFS catch, and recovers at PHI 26. B.Covey to PHI 35 for 9 yards (T.Homer).",3,10,45.62,54.38,44.99,55.01,-0.63,0.63
CHI,"5 plays, 3 yards, 2:12",4017726211663,2,2:47,Official Timeout,Official Timeout at 02:47.,3,10,44.99,55.01,44.9,55.1,-0.09,0.09
PHI,"3 plays, 2 yards, 1:11",4017726211676,2,2:47,Pass Reception,J.Hurts pass short right to A.Brown to PHI 36 for 1 yard (N.Wright).,3,10,44.9,55.1,43.54,56.46,-1.36,1.36
PHI,"3 plays, 2 yards, 1:11",4017726211693,2,2:00,Two-minute warning,Two-Minute Warning,3,10,43.54,56.46,42.73,57.27,-0.81,0.81
PHI,"3 plays, 2 yards, 1:11",4017726211709,2,2:00,Pass Incompletion,(Shotgun) J.Hurts pass incomplete deep middle to A.Brown.,3,10,42.73,57.27,42.01,57.99,-0.72,0.72
PHI,"3 plays, 2 yards, 1:11",4017726211753,2,1:55,Penalty,"(Shotgun) J.Hurts pass short right to A.Brown ran ob at PHI 48 for 12 yards (J.Johnson).PENALTY on PHI-A.Brown, Offensive Pass Interference, 10 yards, enforced at PHI 36 - No Play.",3,10,42.01,57.99,38.96,61.04,-3.05,3.05
PHI,"3 plays, 2 yards, 1:11",4017726211799,2,1:50,Pass Reception,(Shotgun) J.Hurts pass short right to W.Shipley ran ob at PHI 37 for 11 yards.,3,10,38.96,61.04,39.53,60.47,0.57,-0.57
PHI,"3 plays, 2 yards, 1:11",4017726211829,2,1:43,Punt,"B.Mann punts 44 yards to CHI 19, Center-C.Adomitis, out of bounds.",3,10,39.53,60.47,40.45,59.55,0.92,-0.92
CHI,"6 plays, 21 yards, 1:36",4017726211848,2,1:36,Rush,(Shotgun) D.Swift left guard to CHI 23 for 4 yards (S.Brown; N.Dean).,3,10,40.45,59.55,40.68,59.32,0.23,-0.23
CHI,"6 plays, 21 yards, 1:36",4017726211870,2,1:04,Rush,D.Swift right guard to CHI 30 for 7 yards (Z.Baun).,3,10,40.68,59.32,38.52,61.48,-2.16,2.16
CHI,"6 plays, 21 yards, 1:36",4017726211892,2,0:39,Pass Incompletion,"(No Huddle, Shotgun) C.Williams pass incomplete short middle to D.Swift (J.Carter, N.Dean).",3,10,38.52,61.48,40.3,59.7,1.78,-1.78
CHI,"6 plays, 21 yards, 1:36",4017726211915,2,0:33,Pass Reception,(Shotgun) C.Williams pass short left to D.Swift to CHI 43 for 13 yards (J.Carter).,3,10,40.3,59.7,38.04,61.96,-2.26,2.26
CHI,"6 plays, 21 yards, 1:36",4017726211928,2,0:23,Timeout,Timeout #1 by CHI at 00:23.,3,10,38.04,61.96,38.71,61.29,0.67,-0.67
CHI,"6 plays, 21 yards, 1:36",4017726211940,2,0:23,Pass Incompletion,(Shotgun) C.Williams pass incomplete deep left to D.Moore.,3,10,38.71,61.29,39.25,60.75,0.54,-0.54
CHI,"6 plays, 21 yards, 1:36",4017726211970,2,0:18,Penalty,"(Shotgun) C.Williams pass incomplete short right to C.Loveland (Z.Baun).PENALTY on CHI-D.Wright, Offensive Holding, 10 yards, enforced at CHI 43 - No Play.",3,10,39.25,60.75,40.46,59.54,1.21,-1.21
CHI,"6 plays, 21 yards, 1:36",4017726212004,2,0:11,Pass Reception,(Shotgun) C.Williams pass short right to L.Burden to CHI 40 for 7 yards (N.Dean; C.DeJean).,3,10,40.46,59.54,39.88,60.12,-0.58,0.58
CHI,"6 plays, 21 yards, 1:36",4017726212029,2,0:00,End of Half,END QUARTER 2,3,10,39.88,60.12,40.18,59.82,0.3,-0.3
PHI,"3 plays, 1 yard, 1:11",4017726212049,3,15:00,Kickoff,C.Santos kicks 62 yards from CHI 35 to PHI 3. W.Shipley to PHI 27 for 24 yards (J.Jones; D.Hardy).,3,10,40.18,59.82,45.09,54.91,4.91,-4.91
PHI,"3 plays, 1 yard, 1:11",4017726212072,3,14:53,Pass Incompletion,(Shotgun) J.Hurts pass incomplete short right to S.Barkley.,3,10,45.09,54.91,40.14,59.86,-4.95,4.95
PHI,"3 plays, 1 yard, 1:11",4017726212095,3,14:50,Rush,(Shotgun) S.Barkley right tackle to PHI 28 for 1 yard (J.Tryon).,3,10,40.14,59.86,39.01,60.99,-1.13,1.13
PHI,"3 plays, 1 yard, 1:11",4017726212117,3,14:06,Pass Incompletion,(Shotgun) J.Hurts pass incomplete short left to D.Goedert (J.Brisker) [C.Gardner-Johnson].,3,10,39.01,60.99,35.7,64.3,-3.31,3.31
PHI,"3 plays, 1 yard, 1:11",4017726212140,3,14:00,Punt," B.Mann punts 60 yards to CHI 12, Center-C.Adomitis. D.Duvernay to CHI 24 for 12 yards (K.Ringo).",3,10,35.7,64.3,37.9,62.1,2.2,-2.2
CHI,"4 plays, 10 yards, 1:29",4017726212166,3,13:49,Rush,D.Moore left end pushed ob at CHI 34 for 10 yards (A.Jackson; S.Brown).,3,10,37.9,62.1,35.3,64.7,-2.6,2.6
CHI,"4 plays, 10 yards, 1:29",4017726212193,3,13:15,Pass Incompletion,(Shotgun) C.Williams pass incomplete short left to C.Loveland (Q.Mitchell).,3,10,35.3,64.7,37.68,62.32,2.38,-2.38
CHI,"4 plays, 10 yards, 1:29",4017726212216,3,13:12,Rush,D.Swift right guard to CHI 39 for 5 yards (N.Dean).,3,10,37.68,62.32,36.63,63.37,-1.05,1.05
CHI,"4 plays, 10 yards, 1:29",4017726212238,3,12:31,Pass Incompletion,(Shotgun) C.Williams pass incomplete short middle to L.Burden.,3,10,36.63,63.37,40.61,59.39,3.98,-3.98
CHI,"4 plays, 10 yards, 1:29",4017726212261,3,12:27,Penalty,"(Punt formation) PENALTY on CHI-C.Jones, False Start, 5 yards, enforced at CHI 39 - No Play.",3,10,40.61,59.39,41.39,58.61,0.78,-0.78
CHI,"4 plays, 10 yards, 1:29",4017726212289,3,12:27,Punt,"T.Taylor punts 40 yards to PHI 26, Center-S.Daly, out of bounds.",3,10,41.39,58.61,40.98,59.02,-0.41,0.41
CHI,"4 plays, 10 yards, 1:29",4017726212299,3,12:20,Official Timeout,Official Timeout at 12:20.,3,10,40.98,59.02,40.68,59.32,-0.3,0.3
PHI,"2 plays, 0 yards, 0:48",4017726212308,3,12:20,Rush,(Shotgun) S.Barkley left guard to PHI 26 for no gain (G.Jarrett).,3,10,40.68,59.32,38.44,61.56,-2.24,2.24
PHI,"2 plays, 0 yards, 0:48",4017726212337,3,11:40,Pass Interception Return,(Shotgun) J.Hurts pass deep right intended for A.Brown INTERCEPTED by K.Byard at CHI 49. K.Byard ran ob at CHI 49 for no gain.,3,10,38.44,61.56,31.25,68.75,-7.19,7.19
CHI,"3 plays, 7 yards, 1:33",4017726212369,3,11:32,Rush,K.Monangai right tackle to PHI 44 for 7 yards (J.Davis).,3,10,31.25,68.75,30.35,69.65,-0.9,0.9
CHI,"3 plays, 7 yards, 1:33",4017726212391,3,10:53,Sack,C.Williams sacked at PHI 44 for 0 yards (N.Smith).,3,10,30.35,69.65,31.71,68.29,1.36,-1.36
CHI,"3 plays, 7 yards, 1:33",4017726212420,3,10:12,Pass Incompletion,(Shotgun) C.Williams pass incomplete short right to R.Odunze [C.DeJean].,3,10,31.71,68.29,37.41,62.59,5.7,-5.7
CHI,"3 plays, 7 yards, 1:33",4017726212443,3,10:06,Punt,"T.Taylor punts 36 yards to PHI 8, Center-S.Daly, fair catch by B.Covey.",3,10,37.41,62.59,35.8,64.2,-1.61,1.61
CHI,"3 plays, 7 yards, 1:33",4017726212453,3,9:59,Official Timeout,Official Timeout at 09:59.,3,10,35.8,64.2,35.74,64.26,-0.06,0.06
PHI,"5 plays, 92 yards, 1:54",4017726212463,3,9:59,Pass Reception,(Shotgun) J.Hurts pass short middle to A.Brown to PHI 24 for 16 yards (J.Brisker).,3,10,35.74,64.26,39.09,60.91,3.35,-3.35
PHI,"5 plays, 92 yards, 1:54",4017726212495,3,9:30,Pass Reception,"(No Huddle, Shotgun) J.Hurts pass short left to D.Smith to PHI 25 for 1 yard (K.Byard).PENALTY on CHI-G.Dexter, Roughing the Passer, 15 yards, enforced at PHI 25.",3,10,39.09,60.91,41.62,58.38,2.53,-2.53
PHI,"5 plays, 92 yards, 1:54",4017726212532,3,9:10,Rush,(Shotgun) S.Barkley left guard to PHI 44 for 4 yards (D.Jackson).,3,10,41.62,58.38,41.54,58.46,-0.08,0.08
PHI,"5 plays, 92 yards, 1:54",4017726212554,3,8:45,Rush,"(No Huddle, Shotgun) J.Hurts left end ran ob at CHI 33 for 23 yards (J.Brisker).",3,10,41.54,58.46,46.04,53.96,4.5,-4.5
PHI,"5 plays, 92 yards, 1:54",4017726212586,3,8:05,Passing Touchdown,"(No Huddle, Shotgun) J.Hurts pass deep left to A.Brown for 33 yards, TOUCHDOWN. J.Elliott extra point is No Good, Wide Left, Center-C.Adomitis, Holder-B.Mann.",9,10,46.04,53.96,60.28,39.72,14.24,-14.24
PHI,"5 plays, 92 yards, 1:54",4017726212620,3,8:05,Official Timeout,Official Timeout at 08:05.,9,10,60.28,39.72,56.91,43.09,-3.37,3.37
CHI,"3 plays, 19 yards, 1:29",4017726212627,3,8:05,Kickoff,J.Elliott kicks 63 yards from PHI 35 to CHI 2. J.Blackwell to CHI 36 for 34 yards (K.Ringo).,9,10,56.91,43.09,54.41,45.59,-2.5,2.5
CHI,"3 plays, 19 yards, 1:29",4017726212662,3,7:58,Rush,D.Swift right guard to CHI 41 for 5 yards (N.Dean; Z.Baun).,9,10,54.41,45.59,53.85,46.15,-0.56,0.56
CHI,"3 plays, 19 yards, 1:29",4017726212684,3,7:25,Penalty,"C.Williams pass incomplete short left to R.Odunze.PENALTY on PHI-N.Dean, Defensive Holding, 5 yards, enforced at CHI 41 - No Play.",9,10,53.85,46.15,52.08,47.92,-1.77,1.77
CHI,"3 plays, 19 yards, 1:29",4017726212718,3,7:21,Rush,D.Swift right tackle to PHI 45 for 9 yards (C.DeJean; N.Dean).,9,10,52.08,47.92,48.47,51.53,-3.61,3.61
CHI,"3 plays, 19 yards, 1:29",4017726212740,3,6:44,Pass Interception Return,C.Williams pass short left intended for K.Monangai INTERCEPTED by J.Hunt at CHI 47. J.Hunt to CHI 36 for 11 yards (C.Williams).,9,10,48.47,51.53,66.87,33.13,18.4,-18.4
PHI,"4 plays, 23 yards, 2:03",4017726212767,3,6:36,Rush,(Shotgun) S.Barkley left end to CHI 21 for 15 yards (J.Brisker).,9,10,66.87,33.13,69.82,30.18,2.95,-2.95
PHI,"4 plays, 23 yards, 2:03",4017726212789,3,6:04,Rush,"(No Huddle, Shotgun) S.Barkley up the middle to CHI 17 for 4 yards (A.Ogbongbemiga).",9,10,69.82,30.18,70.37,29.63,0.55,-0.55
PHI,"4 plays, 23 yards, 2:03",4017726212811,3,5:29,Rush,(Shotgun) S.Barkley left guard to CHI 12 for 5 yards (G.Jarrett; D.Jackson).,9,10,70.37,29.63,73.52,26.48,3.15,-3.15
PHI,"4 plays, 23 yards, 2:03",4017726212833,3,4:46,Fumble Recovery (Opponent),"J.Hurts up the middle to CHI 11 for 1 yard (N.Wright). FUMBLES (N.Wright), RECOVERED by CHI-N.Wright at CHI 13.",9,10,73.52,26.48,57.03,42.97,-16.49,16.49
PHI,"4 plays, 23 yards, 2:03",4017726212852,3,4:33,Official Timeout,Official Timeout at 04:33.,9,10,57.03,42.97,56.87,43.13,-0.16,0.16
CHI,"12 plays, 87 yards, 6:44",4017726212871,3,4:33,Rush,K.Monangai right end to CHI 44 for 31 yards (R.Blankenship).,9,10,56.87,43.13,50.46,49.54,-6.41,6.41
CHI,"12 plays, 87 yards, 6:44",4017726212900,3,3:59,Rush,K.Monangai up the middle to CHI 49 for 5 yards (M.Ojomo).,9,10,50.46,49.54,49.62,50.38,-0.84,0.84
CHI,"12 plays, 87 yards, 6:44",4017726212922,3,3:21,Rush,K.Monangai right end to PHI 42 for 9 yards (B.Graham; R.Blankenship).,9,10,49.62,50.38,46.33,53.67,-3.29,3.29
CHI,"12 plays, 87 yards, 6:44",4017726212944,3,2:41,Penalty,"PENALTY on CHI-J.Thuney, False Start, 5 yards, enforced at PHI 42 - No Play.",9,10,46.33,53.67,51.28,48.72,4.95,-4.95
CHI,"12 plays, 87 yards, 6:44",4017726212968,3,2:19,Rush,K.Monangai left guard to PHI 46 for 1 yard (J.Davis).,9,10,51.28,48.72,51.95,48.05,0.67,-0.67
