drive_team,drive_description,play_id,quarter,clock,play_type,text,home_score,away_score,start_home_wp,start_away_wp,end_home_wp,end_away_wp,home_delta,away_delta
CHI,"12 plays, 87 yards, 6:44",4017726212990,3,1:39,Rush,(Shotgun) K.Monangai left guard to PHI 37 for 9 yards (N.Dean).,9,10,51.95,48.05,47.32,52.68,-4.63,4.63
CHI,"12 plays, 87 yards, 6:44",4017726213012,3,1:00,Pass Incompletion,(Shotgun) C.Williams pass incomplete short middle.,9,10,47.32,52.68,52.6,47.4,5.28,-5.28
CHI,"12 plays, 87 yards, 6:44",4017726213035,3,0:56,Pass Reception,(Shotgun) C.Williams pass short left to C.Loveland ran ob at PHI 30 for 7 yards.,9,10,52.6,47.4,42.06,57.94,-10.54,10.54
CHI,"12 plays, 87 yards, 6:44",4017726213065,3,0:20,Rush,K.Monangai up the middle to PHI 21 for 9 yards (J.Davis; S.Brown).,9,10,42.06,57.94,36.24,63.76,-5.82,5.82
CHI,"12 plays, 87 yards, 6:44",4017726213087,3,0:00,End Period,END QUARTER 3,9,10,36.24,63.76,35.96,64.04,-0.28,0.28
CHI,"12 plays, 87 yards, 6:44",4017726213107,4,15:00,Rush,D.Swift left end to PHI 15 for 6 yards (C.DeJean).,9,10,35.96,64.04,36.47,63.53,0.51,-0.51
CHI,"12 plays, 87 yards, 6:44",4017726213129,4,14:18,Rush,K.Monangai right guard to PHI 10 for 5 yards (R.Blankenship; J.Phillips).,9,10,36.47,63.53,34.9,65.1,-1.57,1.57
CHI,"12 plays, 87 yards, 6:44",4017726213151,4,13:34,Pass Reception,C.Williams pass short right to D.Moore to PHI 4 for 6 yards (Q.Mitchell).,9,10,34.9,65.1,31.94,68.06,-2.96,2.96
CHI,"12 plays, 87 yards, 6:44",4017726213176,4,12:49,Rushing Touchdown,"K.Monangai up the middle for 4 yards, TOUCHDOWN. C.Santos extra point is GOOD, Center-S.Daly, Holder-T.Taylor.",9,17,31.94,68.06,24.79,75.21,-7.15,7.15
CHI,"12 plays, 87 yards, 6:44",4017726213207,4,12:49,Official Timeout,Official Timeout at 12:49.,9,17,24.79,75.21,24.5,75.5,-0.29,0.29
PHI,"3 plays, 2 yards, 1:34",4017726213214,4,12:49,Kickoff,C.Santos kicks 66 yards from CHI 35 to PHI -1. B.Covey to PHI 21 for 22 yards (E.Hicks).,9,17,24.5,75.5,24.28,75.72,-0.22,0.22
PHI,"3 plays, 2 yards, 1:34",4017726213249,4,12:42,Pass Incompletion,(Shotgun) J.Hurts pass incomplete deep right to D.Smith (A.Ogbongbemiga).,9,17,24.28,75.72,21.61,78.39,-2.67,2.67
PHI,"3 plays, 2 yards, 1:34",4017726213272,4,12:37,Rush,(Shotgun) S.Barkley left tackle to PHI 25 for 4 yards (D.Jackson; C.Gardner-Johnson).,9,17,21.61,78.39,22.14,77.86,0.53,-0.53
PHI,"3 plays, 2 yards, 1:34",4017726213294,4,12:00,Pass Reception,(Shotgun) J.Hurts pass short middle to A.Brown to PHI 28 for 3 yards (K.Gordon).,9,17,22.14,77.86,17.64,82.36,-4.5,4.5
PHI,"3 plays, 2 yards, 1:34",4017726213319,4,11:22,Penalty,"(Punt formation) PENALTY on PHI-C.Latu, False Start, 5 yards, enforced at PHI 28 - No Play.",9,17,17.64,82.36,16.31,83.69,-1.33,1.33
PHI,"3 plays, 2 yards, 1:34",4017726213347,4,11:22,Punt,"B.Mann punts 40 yards to CHI 37, Center-C.Adomitis, out of bounds.",9,17,16.31,83.69,16.31,83.69,0.0,0.0
PHI,"3 plays, 2 yards, 1:34",4017726213357,4,11:15,Official Timeout,Official Timeout at 11:15.,9,17,16.31,83.69,16.33,83.67,0.02,-0.02
CHI,"8 plays, 63 yards, 4:56",4017726213367,4,11:15,Rush,T.Benedet reported in as eligible.  D.Swift right tackle to CHI 40 for 3 yards (M.Ojomo).,9,17,16.33,83.67,17.28,82.72,0.95,-0.95
CHI,"8 plays, 63 yards, 4:56",4017726213405,4,10:33,Rush,D.Swift right tackle to CHI 43 for 3 yards (J.Davis; J.Hunt).,9,17,17.28,82.72,16.6,83.4,-0.68,0.68
CHI,"8 plays, 63 yards, 4:56",4017726213429,4,9:54,Pass Reception,(Shotgun) C.Williams pass short right to D.Moore to PHI 46 for 11 yards (Z.Baun).,9,17,16.6,83.4,11.66,88.34,-4.94,4.94
CHI,"8 plays, 63 yards, 4:56",4017726213454,4,9:10,Rush,D.Swift left tackle to PHI 42 for 4 yards (J.Phillips; Z.Baun).,9,17,11.66,88.34,11.58,88.42,-0.08,0.08
CHI,"8 plays, 63 yards, 4:56",4017726213476,4,8:31,Pass Reception,C.Williams pass short left to C.Kmet to PHI 40 for 2 yards (Q.Mitchell).,9,17,11.58,88.42,11.52,88.48,-0.06,0.06
CHI,"8 plays, 63 yards, 4:56",4017726213501,4,7:49,Pass Reception,(Shotgun) C.Williams pass short right to O.Zaccheaus to PHI 30 for 10 yards (A.Jackson).,9,17,11.52,88.48,7.06,92.94,-4.46,4.46
CHI,"8 plays, 63 yards, 4:56",4017726213526,4,7:04,Rush,D.Swift right guard to PHI 28 for 2 yards (R.Blankenship; N.Dean).,9,17,7.06,92.94,7.29,92.71,0.23,-0.23
CHI,"8 plays, 63 yards, 4:56",4017726213548,4,6:19,Passing Touchdown,"C.Williams pass deep middle to C.Kmet for 28 yards, TOUCHDOWN. C.Santos extra point is GOOD, Center-S.Daly, Holder-T.Taylor.",9,24,7.29,92.71,1.37,98.63,-5.92,5.92
CHI,"8 plays, 63 yards, 4:56",4017726213582,4,6:19,Official Timeout,Official Timeout at 06:19.,9,24,1.37,98.63,0.83,99.17,-0.54,0.54
PHI,"12 plays, 80 yards, 3:09",4017726213589,4,6:19,Kickoff,"C.Santos kicks 65 yards from CHI 35 to landing zone to end zone, Touchback to the PHI 20.",9,24,0.83,99.17,1.24,98.76,0.41,-0.41
PHI,"12 plays, 80 yards, 3:09",4017726213613,4,6:19,Pass Reception,(Shotgun) J.Hurts pass short middle to A.Brown to PHI 33 for 13 yards (K.Byard).,9,24,1.24,98.76,1.73,98.27,0.49,-0.49
PHI,"12 plays, 80 yards, 3:09",4017726213638,4,5:51,Pass Reception,"(No Huddle, Shotgun) J.Hurts pass short left to D.Smith to PHI 34 for 1 yard (J.Brisker).",9,24,1.73,98.27,1.24,98.76,-0.49,0.49
PHI,"12 plays, 80 yards, 3:09",4017726213663,4,5:25,Pass Incompletion,"(No Huddle, Shotgun) J.Hurts pass incomplete short left to S.Barkley.",9,24,1.24,98.76,0.86,99.14,-0.38,0.38
PHI,"12 plays, 80 yards, 3:09",4017726213686,4,5:21,Pass Reception,(Shotgun) J.Hurts pass short right to D.Smith to PHI 46 for 12 yards (K.Byard).,9,24,0.86,99.14,1.73,98.27,0.87,-0.87
PHI,"12 plays, 80 yards, 3:09",4017726213711,4,4:49,Pass Reception,"(No Huddle, Shotgun) J.Hurts pass short middle to J.Dotson to CHI 42 for 12 yards (J.Johnson).",9,24,1.73,98.27,1.77,98.23,0.04,-0.04
PHI,"12 plays, 80 yards, 3:09",4017726213736,4,4:26,Pass Incompletion,"(No Huddle, Shotgun) J.Hurts pass incomplete deep left.",9,24,1.77,98.23,1.1,98.9,-0.67,0.67
PHI,"12 plays, 80 yards, 3:09",4017726213759,4,4:20,Pass Incompletion,(Shotgun) J.Hurts pass incomplete short right to J.Dotson.,9,24,1.1,98.9,0.8,99.2,-0.3,0.3
PHI,"12 plays, 80 yards, 3:09",4017726213782,4,4:15,Pass Reception,(Shotgun) J.Hurts pass deep middle to A.Brown to CHI 25 for 17 yards (D.Jackson).,9,24,0.8,99.2,2.08,97.92,1.28,-1.28
PHI,"12 plays, 80 yards, 3:09",4017726213807,4,3:50,Pass Reception,"(No Huddle, Shotgun) J.Hurts pass short left to D.Smith to CHI 21 for 4 yards (K.Byard).",9,24,2.08,97.92,2.07,97.93,-0.01,0.01
PHI,"12 plays, 80 yards, 3:09",4017726213832,4,3:23,Pass Incompletion,"(No Huddle, Shotgun) J.Hurts pass incomplete short middle to J.Dotson.",9,24,2.07,97.93,1.39,98.61,-0.68,0.68
PHI,"12 plays, 80 yards, 3:09",4017726213855,4,3:20,Pass Reception,(Shotgun) J.Hurts pass deep left to A.Brown pushed ob at CHI 4 for 17 yards (N.Wright).,9,24,1.39,98.61,3.1,96.9,1.71,-1.71
PHI,"12 plays, 80 yards, 3:09",4017726213885,4,3:10,Passing Touchdown,"(Shotgun) J.Hurts pass short right to A.Brown for 4 yards, TOUCHDOWN. TWO-POINT CONVERSION ATTEMPT. J.Hurts pass to S.Barkley is incomplete. ATTEMPT FAILS.",15,24,3.1,96.9,4.49,95.51,1.39,-1.39
PHI,"12 plays, 80 yards, 3:09",4017726213918,4,3:10,Official Timeout,Official Timeout at 03:10.,15,24,4.49,95.51,4.49,95.51,0.0,0.0
CHI,"7 plays, 17 yards, 1:58",4017726213924,4,3:10,Kickoff,J.Elliott kicks onside 12 yards from PHI 35 to PHI 47. R.Odunze (didn't try to advance) to PHI 47 for no gain.,15,24,4.49,95.51,0.46,99.54,-4.03,4.03
CHI,"7 plays, 17 yards, 1:58",4017726213954,4,3:09,Rush,K.Monangai left guard to PHI 44 for 3 yards (J.Davis).,15,24,0.46,99.54,0.84,99.16,0.38,-0.38
CHI,"7 plays, 17 yards, 1:58",4017726213965,4,3:05,Timeout,Timeout #1 by PHI at 03:05.,15,24,0.84,99.16,0.74,99.26,-0.1,0.1
CHI,"7 plays, 17 yards, 1:58",4017726213976,4,3:05,Rush,K.Monangai right guard to PHI 40 for 4 yards (N.Dean; Z.Baun).,15,24,0.74,99.26,0.78,99.22,0.04,-0.04
CHI,"7 plays, 17 yards, 1:58",4017726213991,4,2:59,Timeout,Timeout #2 by PHI at 02:59.,15,24,0.78,99.22,0.65,99.35,-0.13,0.13
CHI,"7 plays, 17 yards, 1:58",4017726214005,4,2:59,Rush,C.Williams scrambles left end to PHI 36 for 4 yards (R.Blankenship).,15,24,0.65,99.35,0.2,99.8,-0.45,0.45
CHI,"7 plays, 17 yards, 1:58",4017726214020,4,2:49,Timeout,Timeout #3 by PHI at 02:49.,15,24,0.2,99.8,0.1,99.9,-0.1,0.1
CHI,"7 plays, 17 yards, 1:58",4017726214034,4,2:49,Rush,K.Monangai left tackle to PHI 33 for 3 yards (R.Blankenship).,15,24,0.1,99.9,0.68,99.32,0.58,-0.58
CHI,"7 plays, 17 yards, 1:58",4017726214063,4,2:06,Rush,K.Monangai right guard to PHI 31 for 2 yards (J.Phillips).,15,24,0.68,99.32,0.33,99.67,-0.35,0.35
CHI,"7 plays, 17 yards, 1:58",4017726214074,4,2:00,Two-minute warning,Two-Minute Warning,15,24,0.33,99.67,0.26,99.74,-0.07,0.07
CHI,"7 plays, 17 yards, 1:58",4017726214085,4,2:00,Penalty,"PENALTY on PHI-J.Carter, Encroachment, 4 yards, enforced at PHI 31 - No Play.",15,24,0.26,99.74,0.13,99.87,-0.13,0.13
CHI,"7 plays, 17 yards, 1:58",4017726214116,4,2:00,Rush,K.Monangai right guard to PHI 30 for -3 yards (J.Carter).,15,24,0.13,99.87,0.48,99.52,0.35,-0.35
CHI,"7 plays, 17 yards, 1:58",4017726214127,4,1:15,Timeout,Timeout #1 by CHI at 01:15.,15,24,0.48,99.52,0.1,99.9,-0.38,0.38
CHI,"7 plays, 17 yards, 1:58",4017726214138,4,1:15,Pass Incompletion,(Shotgun) C.Williams pass incomplete short middle to L.Burden.,15,24,0.1,99.9,0.15,99.85,0.05,-0.05
PHI,"6 plays, 36 yards, 1:03",4017726214168,4,1:12,Penalty,"(Shotgun) J.Hurts scrambles right end ran ob at CHI 46 for 24 yards (N.McCloud).PENALTY on PHI-T.Steen, Offensive Holding, 10 yards, enforced at PHI 30 - No Play.",15,24,0.15,99.85,0.1,99.9,-0.05,0.05
PHI,"6 plays, 36 yards, 1:03",4017726214206,4,1:04,Pass Reception,(Shotgun) J.Hurts pass deep middle to A.Brown to PHI 38 for 18 yards (N.Wright).,15,24,0.1,99.9,0.27,99.73,0.17,-0.17
PHI,"6 plays, 36 yards, 1:03",4017726214231,4,0:43,Pass Reception,"(No Huddle, Shotgun) J.Hurts pass deep left to D.Goedert to CHI 40 for 22 yards (N.Wright; K.Byard).",15,24,0.27,99.73,0.17,99.83,-0.1,0.1
PHI,"6 plays, 36 yards, 1:03",4017726214256,4,0:25,Pass Incompletion, (No Huddle) J.Hurts spiked the ball to stop the clock.,15,24,0.17,99.83,0.1,99.9,-0.07,0.07
PHI,"6 plays, 36 yards, 1:03",4017726214279,4,0:24,Rush,(Shotgun) J.Hurts up the middle to CHI 34 for 6 yards (C.Gardner-Johnson).,15,24,0.1,99.9,0.1,99.9,0.0,0.0
PHI,"6 plays, 36 yards, 1:03",4017726214301,4,0:14,Pass Incompletion,(No Huddle) J.Hurts spiked the ball to stop the clock.,15,24,0.1,99.9,0.1,99.9,0.0,0.0
PHI,"6 plays, 36 yards, 1:03",4017726214324,4,0:13,Field Goal Missed,"J.Elliott 52 yard field goal is No Good, Wide Left, Center-C.Adomitis, Holder-B.Mann.",15,24,0.1,99.9,0.1,99.9,0.0,0.0
CHI,"1 play, -1 yard, 0:09",4017726214345,4,0:09,Rush, C.Williams kneels to CHI 41 for -1 yards.,15,24,0.1,99.9,0.1,99.9,0.0,0.0
CHI,"1 play, -1 yard, 0:09",4017726214367,4,0:00,End of Game,END GAME,15,24,0.1,99.9,0.0,100.0,-0.1,0.1
